
Id,Total processor time, Responding, Name,Physical memory usage,Base priority, User processor time, Privileged processor time,  Paged system memory size, Paged memory size
8240,00:00:00.4531250,True,VideoOS.Recorder.Service.TrayController,42524672,8,Normal,00:00:00.1406250,00:00:00.3125000,410080,15486976
ID, TotalProcessorTime(sec),ThreadState, WaitReason,StartAddress 
31392,00:00:00.4062500,Wait,UserRequest,439625264
25692,00:00:00.0156250,Wait,UserRequest,439625264
26976,00:00:00,Wait,UserRequest,439625264
19480,00:00:00,Wait,UserRequest,439625264
22656,00:00:00,Wait,UserRequest,439625264
24672,00:00:00,Wait,EventPairLow,439625264
12284,00:00:00,Wait,EventPairLow,439625264
27928,00:00:00,Wait,EventPairLow,439625264
